# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
-41.6153485824 -118.081547731 0.337914043468 38442 140663 59926 174699
-42.6662263109 -113.017540246 0.265023564862 37733 138730 57229 176801
-43.7588551623 -107.982198143 0.341311798762 37539 139169 65887 176237
-44.7469734211 -103.941513706 0.853033469946 37696 139553 82193 181301
-45.5880495241 -100.429268574 0.491756610342 38154 138800 74259 190878
-46.5457536821 -95.795103493 0.620946870278 38014 138525 76162 192610
-47.4909254124 -91.5539330873 0.912393461288 38262 138866 80282 195370
-48.4062254392 -88.0059882213 0.949255679394 35890 137538 65208 191725
-49.464656557 -84.9326312377 0.999337115804 34977 137644 73191 184191
-50.4067056573 -82.1319118473 0.764883633528 35231 137157 54364 189288
-51.5862867452 -78.27640162 0.359345265059 34966 136444 42242 174298
-52.8744549615 -75.1840107187 0.681284156133 33262 135978 58555 164203
-53.8968361262 -73.1232956058 0.529906851154 33130 137047 70237 172947
-54.823481914 -71.1113167207 0.491984609198 32429 137080 92939 190027
-55.6025854451 -69.611474447 0.764587976007 33107 137575 116734 215376
-56.2907916347 -68.2880517981 0.038988214447 32574 138120 105727 225218
-57.095596174 -66.9014100272 0.44586147451 32651 138624 129571 225348
-57.7312380689 -65.8511482989 0.0709474494924 32226 138462 142178 241722
-58.3428056386 -64.886739578 0.415691039973 31005 137695 90609 252548
-59.3627865183 -63.1261838057 0.295918493178 31294 137556 117325 216253
-60.0499228821 -62.2255952626 0.416813175608 30326 137970 80744 233972
-61.0998931993 -60.5014189 0.242254350776 30915 137747 103481 202909
-61.8417710914 -59.8309394616 0.615283943744 29652 137690 127085 218687
-62.4704608779 -59.1289195121 0.113359054633 30022 137930 134549 233020
-63.1002883494 -58.5241166453 0.970669124175 29413 138392 132503 246670
-63.7882088389 -57.8296048219 0.148804646666 29024 138591 120369 246020
-64.5551282674 -57.0846242225 0.264382740977 28152 138840 157379 233732
-65.0522462197 -56.6871808544 0.0875954378958 27856 138631 140396 257914
-65.7263759514 -56.0664443638 0.161443134614 27130 138774 78519 251775
-66.856144076 -55.2098873794 0.0850665140678 24527 138563 48151 204216
-68.1765744063 -54.2033169368 0.0568640451415 21408 135429 57057 172067
-69.2514240298 -53.3617678212 0.0426489048579 21217 134627 53049 175392
-70.3914910736 -52.4592377528 0.867081946997 21123 133344 55879 167622
-71.4620444846 -51.6264654764 0.564766489837 20736 133100 74122 171997
-72.3439507603 -51.0423318121 0.225903449245 20466 133596 81254 181480
-73.1947023297 -50.4882570343 0.494036211255 20076 130696 75133 186925
-74.1278069354 -49.8326882628 0.793591844099 19677 129555 62254 182996
-75.185361141 -49.1734572991 0.514035804027 18480 128506 49660 172402
-76.3582434955 -48.4401014845 0.784862759995 19414 128195 82063 161316
-77.1152970141 -48.0606984081 0.656807509474 19378 127106 93694 175389
-77.8283914391 -47.6880522179 0.0304820223183 19206 127729 112881 193778
-78.4638178983 -47.3046666282 0.760948033986 19226 127892 122938 208147
-79.0823756008 -46.9455551358 0.504431271498 19303 127546 89831 217139
-79.9902851027 -46.4493253447 0.747762487807 19364 127736 82802 193713
-80.8751123059 -45.976811669 0.898733239803 19100 125455 56055 181603
-82.0022402571 -45.3730008556 0.261736807558 15852 104189 46173 140777
-83.0800117106 -44.8220211426 0.345682998058 15692 104119 42906 128956
-84.1462879085 -44.2396474376 0.613111624347 15688 104562 49561 131394
-85.129340354 -43.8369492265 0.994794551767 15602 104636 21461 131324
-86.5995378967 -42.970587636 0.28987725259 15115 101112 40564 115713
-87.6304573532 -42.5725152895 0.115430809535 14692 100389 75999 120883
-88.2482900873 -42.3634077349 0.815188766279 14517 101027 46954 142154
-89.321603723 -41.8973522565 0.411554965905 15051 101189 35002 130911
-90.525203439 -41.1584169617 0.847851017011 14811 100562 38194 124964
-91.6443612207 -40.6192380616 0.791957411425 14895 101205 31091 123845
-92.8803677581 -40.14579873 0.816061974188 14964 102295 40781 122638
-93.9458596556 -39.7443380355 0.661843601459 14524 101480 80591 132390
-94.579090227 -39.5905355232 0.618385740766 14711 101263 44645 155363
-95.7481644925 -39.2500500908 0.99263736495 14314 98526 63506 133646
-96.5675246111 -39.0303240722 0.648245421447 14439 98525 98266 149388
-97.1269102793 -38.9043967882 0.919586709533 14775 99079 64953 184695
-98.160268634 -38.7233318924 0.367978890923 14249 99945 92940 152254
-98.7778558189 -38.6133699493 0.62376774996 14576 99195 124596 179489
-99.2735389861 -38.5567409259 0.83833697536 14226 99005 94019 170600
-99.9635860549 -38.4076643668 0.435140233177 14547 99569 36418 162224
-101.292695786 -38.1356957753 0.244669895273 13833 94993 81778 128498
-101.894467314 -38.0189624249 0.846408451186 13999 95374 69950 150747
-102.725480823 -37.8693868386 0.934326081409 13912 95361 96623 150651
-103.304399959 -37.7774271389 0.820332636594 13972 95812 100892 167051
-103.922206138 -37.6477491967 0.657960677454 13667 94933 33819 158004
-105.27694414 -37.390663443 0.220778909551 13770 94232 42944 123172
-106.312090647 -37.2226194342 0.563149123164 12573 90538 50287 120839
-107.22946931 -37.1043662625 0.0405970997591 12248 90221 72195 127859
-107.923563699 -37.038056767 0.0458728759808 12351 89501 3485 149053
-109.994962782 -36.7096238702 0.15125329385 9980 85200 22102 76040
-111.116666167 -36.5663852859 0.638633671762 8753 86121 0 0
